"","Provincias","Year","Mes","dia","fecha","Población","Unidades","Euros","precio","UdesxCapita"
"7687","Badajoz","2018","5","15",2018-05-15,576946,2812985,12723301,4.52306037892132,4.87564694096155
"7688","Balears (Illes)","2018","5","15",2018-05-15,990932,9641053,44257645,4.59054057684363,9.72927809375416
"7689","Barcelona","2018","5","15",2018-05-15,4685758,22531827,103288762,4.58412724365405,4.808576755351
"7690","Burgos","2018","5","15",2018-05-15,317564,1574957,7198163,4.57038700104193,4.95949477900518
"7691","Cáceres","2018","5","15",2018-05-15,350271,1899990,8585710,4.51881852009747,5.42434286595236
"7692","Cádiz","2018","5","15",2018-05-15,1028926,3130832,14237530,4.54752283099189,3.04281551831716
"7693","Cantabria","2018","5","15",2018-05-15,510570,2590540,11861633,4.57882642229033,5.07381945668566
"7694","Castellón/Castelló","2018","5","15",2018-05-15,483005,2591476,11689783,4.5108590625574,5.36531919959421
"7695","Ciudad Real","2018","5","15",2018-05-15,428575,2174794,9850972,4.52961154021944,5.07447704602462
"7696","Córdoba","2018","5","15",2018-05-15,669521,2932552,13344580,4.55050072428383,4.38007471012858
"7697","Coruña (A)","2018","5","15",2018-05-15,1004180,4671876,21270629,4.55290958064812,4.65242884741779
"7698","Cuenca","2018","5","15",2018-05-15,178589,915103,4173806,4.5610231853682,5.12407259125702
"7699","Girona","2018","5","15",2018-05-15,629016,9630481,43903182,4.55877354412516,15.3103911506226
"7700","Granada","2018","5","15",2018-05-15,771347,4122213,18821167,4.56579196659658,5.3441745414191
"7701","Guadalajara","2018","5","15",2018-05-15,214829,1105140,5020991,4.54330763523174,5.14427754167268
"7702","Guipúzcoa","2018","5","15",2018-05-15,612928,4738032,21720666,4.58432235155862,7.73016080192127
"7703","Huelva","2018","5","15",2018-05-15,435652,2290902,10385872,4.53352958790904,5.25855958425532
"7704","Huesca","2018","5","15",2018-05-15,193834,1189964,5431549,4.56446497541102,6.13908808568156
"7705","Jaén","2018","5","15",2018-05-15,544082,2719268,12323698,4.53199096227367,4.99790105167971
"7706","León","2018","5","15",2018-05-15,430971,2035784,9301077,4.56879364411942,4.72371458868462
"7707","Lleida","2018","5","15",2018-05-15,367996,2374898,10765260,4.53293573029242,6.45359732171002
"7708","Lugo","2018","5","15",2018-05-15,310830,1355441,6205247,4.57802811040835,4.36071486021298
"7709","Madrid","2018","5","15",2018-05-15,5555317,25784037,117522806,4.55796762935145,4.64132595853666
"7710","Málaga","2018","5","15",2018-05-15,1372027,7552267,34732235,4.59891513369429,5.5044594603459
"7711","Murcia","2018","5","15",2018-05-15,1206605,6905728,31574497,4.57221845401383,5.72327149315642
"7712","Navarra","2018","5","15",2018-05-15,547999,4294941,19550241,4.55192306483372,7.83749787864576
"7713","Ourense","2018","5","15",2018-05-15,291863,1308039,5980172,4.57186062495079,4.4816883263723
"7714","Palencia","2018","5","15",2018-05-15,147812,718725,3287981,4.57474138230895,4.8624265959462
"7715","Pontevedra","2018","5","15",2018-05-15,828780,3624767,16452883,4.53901809412853,4.37361784792104
"7716","Rioja (La)","2018","5","15",2018-05-15,270660,1400230,6389230,4.56298608085814,5.17339097022094
"7717","Salamanca","2018","5","15",2018-05-15,304633,1354509,6182813,4.56461566515985,4.44636332898931
"7718","Segovia","2018","5","15",2018-05-15,136905,597323,2736577,4.58140235684881,4.36304736861327
"7719","Sevilla","2018","5","15",2018-05-15,1597255,5425205,24718078,4.55615557384468,3.39658038321996
"7720","Soria","2018","5","15",2018-05-15,81699,417571,1923882,4.60731707901171,5.11109071102462
"7721","Tarragona","2018","5","15",2018-05-15,669596,4150354,18939970,4.5634589242267,6.19829568874366
"7722","Teruel","2018","5","15",2018-05-15,120379,628914,2885916,4.58872914261727,5.22444944716271
"7723","Toledo","2018","5","15",2018-05-15,578072,2880663,13033221,4.52438240779987,4.98322527297638
"7724","Valencia/València","2018","5","15",2018-05-15,2144454,11132638,49834154,4.47640119080491,5.19136246335897
"7725","Valladolid","2018","5","15",2018-05-15,457456,2139244,9745041,4.5553667557324,4.67639292084922
"7726","Vizcaya","2018","5","15",2018-05-15,996816,4748003,21861394,4.60433449599758,4.76316892987272
"7727","Zamora","2018","5","15",2018-05-15,166107,728138,3338030,4.58433703501259,4.38354795402963
"7728","Zaragoza","2018","5","15",2018-05-15,833839,4486516,20284075,4.52111950564759,5.3805542796631
"7729","Álava","2018","6","15",2018-06-15,279257,1240215,5699448,4.59553222626722,4.44112412580526
"7730","Albacete","2018","6","15",2018-06-15,334076,1674245,7591392,4.53421811025268,5.01156922376944
"7731","Alicante/Alacant","2018","6","15",2018-06-15,1570677,10605030,48096946,4.53529560972482,6.75188469685365
"7732","Almería","2018","6","15",2018-06-15,571517,3337242,15338261,4.59608892612523,5.83926987298716
"7733","Asturias","2018","6","15",2018-06-15,937005,4344158,19796448,4.55702762192351,4.6362164556219
"7734","Ávila","2018","6","15",2018-06-15,144578,666881,3043065,4.56313045355918,4.61260357730775
"7735","Badajoz","2018","6","15",2018-06-15,576946,2644748,11973109,4.52712659202313,4.58404772717031
"7736","Balears (Illes)","2018","6","15",2018-06-15,990932,10095413,46427268,4.5988478133584,10.1877959335252
"7737","Barcelona","2018","6","15",2018-06-15,4685758,22152386,101535488,4.58350120840256,4.72759924861677
"7738","Burgos","2018","6","15",2018-06-15,317564,1516179,6934761,4.57384055576551,4.77440452948067
"7739","Cáceres","2018","6","15",2018-06-15,350271,1723082,7795553,4.52419153586423,4.91928249840837
"7740","Cádiz","2018","6","15",2018-06-15,1028926,3240142,14741497,4.54964535504925,3.14905250717739
"7741","Cantabria","2018","6","15",2018-06-15,510570,2539151,11636612,4.58287514212428,4.97316920304757
"7742","Castellón/Castelló","2018","6","15",2018-06-15,483005,2653387,11978031,4.51424198580908,5.49349799691515
"7743","Ciudad Real","2018","6","15",2018-06-15,428575,2037740,9238866,4.53387870876559,4.75468704427463
"7744","Córdoba","2018","6","15",2018-06-15,669521,2516124,11448247,4.54995342041966,3.75809571320392
"7745","Coruña (A)","2018","6","15",2018-06-15,1004180,4344152,19774011,4.55186904141476,4.32606903144855
"7746","Cuenca","2018","6","15",2018-06-15,178589,928806,4243695,4.56897888256536,5.20080184109884
"7747","Girona","2018","6","15",2018-06-15,629016,8381824,38207292,4.55835054517966,13.3252953819935
"7748","Granada","2018","6","15",2018-06-15,771347,3767783,17213993,4.56873259420726,4.88467965779344
"7749","Guadalajara","2018","6","15",2018-06-15,214829,1036485,4710600,4.54478357139756,4.82469778288779
"7750","Guipúzcoa","2018","6","15",2018-06-15,612928,4159202,19058898,4.5823448825039,6.78579213219171
"7751","Huelva","2018","6","15",2018-06-15,435652,2336080,10588953,4.53278697647341,5.36226162166133
"7752","Huesca","2018","6","15",2018-06-15,193834,1135104,5181474,4.56475706190798,5.85606240391263
"7753","Jaén","2018","6","15",2018-06-15,544082,2424214,10982969,4.53052783293884,4.45560411849684
"7754","León","2018","6","15",2018-06-15,430971,1909013,8725068,4.5704602325914,4.42956254597177
"7755","Lleida","2018","6","15",2018-06-15,367996,2587502,11698082,4.52099437990773,7.03133186230285
"7756","Lugo","2018","6","15",2018-06-15,310830,1245774,5710393,4.58381134941009,4.007894990831
"7757","Madrid","2018","6","15",2018-06-15,5555317,24838164,113152921,4.55560729045834,4.47106150738113
"7758","Málaga","2018","6","15",2018-06-15,1372027,7052194,32419312,4.59705334254843,5.13998193913094
"7759","Murcia","2018","6","15",2018-06-15,1206605,6565223,30019865,4.57255831218528,5.44107060719954
"7760","Navarra","2018","6","15",2018-06-15,547999,3847211,17502355,4.5493618623985,7.02047084027526
"7761","Ourense","2018","6","15",2018-06-15,291863,1186206,5427733,4.57570860373325,4.06425617498621
"7762","Palencia","2018","6","15",2018-06-15,147812,705286,3228216,4.57717294827914,4.7715070494953
"7763","Pontevedra","2018","6","15",2018-06-15,828780,3320994,15078684,4.54041290047498,4.00708752624339
"7764","Rioja (La)","2018","6","15",2018-06-15,270660,1341951,6127506,4.5661175408044,4.95806916426513
"7765","Salamanca","2018","6","15",2018-06-15,304633,1258511,5749803,4.56873479850395,4.13123660273181
"7766","Segovia","2018","6","15",2018-06-15,136905,592817,2718497,4.58572712995747,4.3301340345495
"7767","Sevilla","2018","6","15",2018-06-15,1597255,5265027,23979785,4.55454169560764,3.29629708468591
"7768","Soria","2018","6","15",2018-06-15,81699,389690,1797777,4.61335163848187,4.76982582406149
"7769","Tarragona","2018","6","15",2018-06-15,669596,4217357,19253436,4.56528484546127,6.29836050394566
"7770","Teruel","2018","6","15",2018-06-15,120379,606931,2783677,4.58648017649453,5.04183453924688
"7771","Toledo","2018","6","15",2018-06-15,578072,2751212,12445989,4.52382041078623,4.75928950026986
"7772","Valencia/València","2018","6","15",2018-06-15,2144454,11034514,49382795,4.47530312617302,5.14560536155124
"7773","Valladolid","2018","6","15",2018-06-15,457456,2066982,9410756,4.55289692895245,4.51842800181875
"7774","Vizcaya","2018","6","15",2018-06-15,996816,4466258,20573326,4.60638995776778,4.480523988379
"7775","Zamora","2018","6","15",2018-06-15,166107,704149,3225942,4.58133434827004,4.23912899516577
"7776","Zaragoza","2018","6","15",2018-06-15,833839,4273402,19319120,4.52078227136132,5.12497256664656
"7777","Álava","2018","7","15",2018-07-15,279257,1309380,6017190,4.5954497548458,4.68879920646573
"7778","Albacete","2018","7","15",2018-07-15,334076,1896213,8605550,4.53828235541049,5.67599288784588
"7779","Alicante/Alacant","2018","7","15",2018-07-15,1570677,11934145,54188990,4.54066797411964,7.59808986825426
"7780","Almería","2018","7","15",2018-07-15,571517,3900710,17940967,4.59941062011788,6.8251863024197
"7781","Asturias","2018","7","15",2018-07-15,937005,4992123,22758965,4.55897520954512,5.32774424896345
"7782","Ávila","2018","7","15",2018-07-15,144578,917195,4190665,4.56900113934332,6.3439458285493
"7783","Badajoz","2018","7","15",2018-07-15,576946,2938092,13295621,4.52525686738196,5.09249045837912
"7784","Balears (Illes)","2018","7","15",2018-07-15,990932,10327531,47694714,4.61821068365711,10.4220380409554
"7785","Barcelona","2018","7","15",2018-07-15,4685758,23298051,106821119,4.58498090677199,4.97209864444557
"7786","Burgos","2018","7","15",2018-07-15,317564,1740785,7958010,4.57150653297219,5.48168243251754
"7787","Cáceres","2018","7","15",2018-07-15,350271,1993612,9015280,4.52208353481018,5.69162733997391
"7788","Cádiz","2018","7","15",2018-07-15,1028926,3937036,17934362,4.55529540496963,3.82635485933877
"7789","Cantabria","2018","7","15",2018-07-15,510570,3058909,14024114,4.58467839350566,5.99116477662221
"7790","Castellón/Castelló","2018","7","15",2018-07-15,483005,3321183,15019057,4.52220097477315,6.8760840985083
"7791","Ciudad Real","2018","7","15",2018-07-15,428575,2366189,10719787,4.53040184025875,5.52106165781952
"7792","Córdoba","2018","7","15",2018-07-15,669521,2689467,12230410,4.5475218695749,4.01700170719066
"7793","Coruña (A)","2018","7","15",2018-07-15,1004180,5110909,23275627,4.55410710697451,5.08963432850684
"7794","Cuenca","2018","7","15",2018-07-15,178589,1129411,5160281,4.56900189567837,6.32407931059584
"7795","Girona","2018","7","15",2018-07-15,629016,11901649,54426272,4.57300261501578,18.9210592417363
"7796","Granada","2018","7","15",2018-07-15,771347,4221478,19268631,4.5644276720144,5.47286500109549
"7797","Guadalajara","2018","7","15",2018-07-15,214829,1153288,5250263,4.55243009551821,5.36839998324249
"7798","Guipúzcoa","2018","7","15",2018-07-15,612928,5102287,23381538,4.58256033029894,8.32444756969823
"7799","Huelva","2018","7","15",2018-07-15,435652,2682699,12175561,4.53854905078803,6.15789437440893
"7800","Huesca","2018","7","15",2018-07-15,193834,1426486,6520140,4.57077041064546,7.35931776674887
"7801","Jaén","2018","7","15",2018-07-15,544082,2697301,12223173,4.53163106379303,4.95752662282524
"7802","León","2018","7","15",2018-07-15,430971,2234221,10214200,4.57170530578667,5.1841562425314
"7803","Lleida","2018","7","15",2018-07-15,367996,2501223,11334425,4.53155316419208,6.79687550951641
"7804","Lugo","2018","7","15",2018-07-15,310830,1521253,6968653,4.58086393256086,4.89416401248271
"7805","Madrid","2018","7","15",2018-07-15,5555317,24974933,113716675,4.55323243509802,4.49568098454148
"7806","Málaga","2018","7","15",2018-07-15,1372027,8056102,37059664,4.60019796174378,5.87167891010891
"7807","Murcia","2018","7","15",2018-07-15,1206605,7215938,33001410,4.57340542560094,5.98036474239706
"7808","Navarra","2018","7","15",2018-07-15,547999,4639554,21131618,4.55466581486065,8.46635486561107
"7809","Ourense","2018","7","15",2018-07-15,291863,1402056,6412538,4.5736675282585,4.80381548877384
"7810","Palencia","2018","7","15",2018-07-15,147812,836813,3827691,4.57412946500592,5.6613333152924
"7811","Pontevedra","2018","7","15",2018-07-15,828780,4082330,18544564,4.54264206960241,4.92571007987644
"7812","Rioja (La)","2018","7","15",2018-07-15,270660,1528501,6975505,4.56362475392558,5.64731027857829
"7813","Salamanca","2018","7","15",2018-07-15,304633,1520326,6945154,4.56820050436551,4.99068058943056
"7814","Segovia","2018","7","15",2018-07-15,136905,741863,3402351,4.58622548907278,5.41881596727658
"7815","Sevilla","2018","7","15",2018-07-15,1597255,5077674,23113302,4.55194681659358,3.17900022225631
"7816","Soria","2018","7","15",2018-07-15,81699,416203,1918413,4.60932045179876,5.0943463200284
"7817","Tarragona","2018","7","15",2018-07-15,669596,5026464,23000084,4.57579801625954,7.5067115096267
"7818","Teruel","2018","7","15",2018-07-15,120379,744803,3422060,4.5945840712242,6.18715058274284
"7819","Toledo","2018","7","15",2018-07-15,578072,3168515,14332696,4.52347424582178,5.48117708520738
"7820","Valencia/València","2018","7","15",2018-07-15,2144454,12122754,54251086,4.47514533413777,5.65307253035038
"7821","Valladolid","2018","7","15",2018-07-15,457456,2261960,10307826,4.55703283877699,4.94465041446609
"7822","Vizcaya","2018","7","15",2018-07-15,996816,4605226,21211495,4.60596179210315,4.61993587582864
"7823","Zamora","2018","7","15",2018-07-15,166107,850883,3899008,4.5823080258978,5.12249935282679
"7824","Zaragoza","2018","7","15",2018-07-15,833839,4439318,20060247,4.51876774765854,5.32395102651711
"7825","Álava","2018","8","15",2018-08-15,279257,1166049,5370835,4.60601141118426,4.17554081007817
"7826","Albacete","2018","8","15",2018-08-15,334076,2069944,9393799,4.5381899220462,6.19602725128414
"7827","Alicante/Alacant","2018","8","15",2018-08-15,1570677,12481339,56803424,4.55106811857286,7.94647085301434
"7828","Almería","2018","8","15",2018-08-15,571517,4090065,18807770,4.59840369285085,7.15650628065307
"7829","Asturias","2018","8","15",2018-08-15,937005,5290532,24152906,4.56530760989632,5.64621533503023
"7830","Ávila","2018","8","15",2018-08-15,144578,1096714,5011054,4.56915294233501,7.58562160218014
"7831","Badajoz","2018","8","15",2018-08-15,576946,3251951,14727664,4.52887020745393,5.63649111008656
"7832","Balears (Illes)","2018","8","15",2018-08-15,990932,10927652,50563808,4.62714295806638,11.027650736882
"7833","Barcelona","2018","8","15",2018-08-15,4685758,21427494,98314294,4.58823108292552,4.57289813088939
"7834","Burgos","2018","8","15",2018-08-15,317564,1865056,8560690,4.5900444812381,5.87300827549722
"7835","Cáceres","2018","8","15",2018-08-15,350271,2333763,10583062,4.53476295579285,6.66273542485675
"7836","Cádiz","2018","8","15",2018-08-15,1028926,4467358,20387864,4.56374080608718,4.34176801830258
"7837","Cantabria","2018","8","15",2018-08-15,510570,3367392,15468257,4.59354212399388,6.59535812914977
"7838","Castellón/Castelló","2018","8","15",2018-08-15,483005,3639384,16484343,4.52943217863243,7.53487852092628
"7839","Ciudad Real","2018","8","15",2018-08-15,428575,2543206,11537777,4.53670563847364,5.93409788251765
"7840","Córdoba","2018","8","15",2018-08-15,669521,2818341,12815127,4.54704629425609,4.20948857466756
"7841","Coruña (A)","2018","8","15",2018-08-15,1004180,5396811,24611159,4.56031515648779,5.37434623274712
"7842","Cuenca","2018","8","15",2018-08-15,178589,1301079,5946869,4.57072091702349,7.28532552396844
"7843","Girona","2018","8","15",2018-08-15,629016,14789389,67788883,4.58361619942514,23.5119440522976
"7844","Granada","2018","8","15",2018-08-15,771347,4424676,20233814,4.57294816614821,5.736297671476
"7845","Guadalajara","2018","8","15",2018-08-15,214829,1274266,5797441,4.54963170954887,5.93153624510657
"7846","Guipúzcoa","2018","8","15",2018-08-15,612928,5794523,26593407,4.589403994082,9.45383960269395
"7847","Huelva","2018","8","15",2018-08-15,435652,2888814,13125544,4.54357532191411,6.63101282675163
"7848","Huesca","2018","8","15",2018-08-15,193834,1667500,7633066,4.57755082458771,8.6027219166916
"7849","Jaén","2018","8","15",2018-08-15,544082,2820434,12790389,4.53490101168827,5.18383993589202
"7850","León","2018","8","15",2018-08-15,430971,2534959,11600402,4.5761694765083,5.88197117671491
"7851","Lleida","2018","8","15",2018-08-15,367996,2834226,12846128,4.53249952544363,7.70178480200872
"7852","Lugo","2018","8","15",2018-08-15,310830,1660271,7613630,4.58577545472998,5.34141170414696
"7853","Madrid","2018","8","15",2018-08-15,5555317,22112706,100599174,4.54938323694983,3.98045800086656
"7854","Málaga","2018","8","15",2018-08-15,1372027,8755593,40354086,4.60894950233525,6.38150196752688
"7855","Murcia","2018","8","15",2018-08-15,1206605,7342073,33592672,4.57536611254069,6.08490185271899
"7856","Navarra","2018","8","15",2018-08-15,547999,5126474,23308678,4.54672704864981,9.35489663302305
"7857","Ourense","2018","8","15",2018-08-15,291863,1612609,7390150,4.58272898142079,5.52522587652426
"7858","Palencia","2018","8","15",2018-08-15,147812,914894,4197535,4.58800145153428,6.18957865396585
"7859","Pontevedra","2018","8","15",2018-08-15,828780,4509869,20526771,4.55152267172284,5.44157556890852
"7860","Rioja (La)","2018","8","15",2018-08-15,270660,1518197,6946839,4.57571645840428,5.6092403753787
"7861","Salamanca","2018","8","15",2018-08-15,304633,1794818,8215968,4.57760508307806,5.89173858380412
"7862","Segovia","2018","8","15",2018-08-15,136905,851250,3911277,4.59474537444934,6.21781527336474
"7863","Sevilla","2018","8","15",2018-08-15,1597255,4980608,22672803,4.55221591420164,3.11822971285111
"7864","Soria","2018","8","15",2018-08-15,81699,500756,2309944,4.61291327512801,6.12927942814478
"7865","Tarragona","2018","8","15",2018-08-15,669596,5819605,26703398,4.58852413522911,8.69121828684759
"7866","Teruel","2018","8","15",2018-08-15,120379,878918,4037905,4.59417715873381,7.30125686373869
"7867","Toledo","2018","8","15",2018-08-15,578072,3229550,14621701,4.52747317737765,5.58676081872154
"7868","Valencia/València","2018","8","15",2018-08-15,2144454,11717677,52520775,4.48218320064634,5.46417736169673
"7869","Valladolid","2018","8","15",2018-08-15,457456,2239340,10204958,4.55712754650924,4.89520303592039
"7870","Vizcaya","2018","8","15",2018-08-15,996816,4167490,19233319,4.61508461927923,4.18080167252532
"7871","Zamora","2018","8","15",2018-08-15,166107,990735,4550234,4.59278616380768,5.96443858476765
"7872","Zaragoza","2018","8","15",2018-08-15,833839,4367913,19753713,4.52246026878283,5.23831698925092
"7873","Álava","2018","9","15",2018-09-15,279257,1124094,5165624,4.59536657966327,4.02530285722471
"7874","Albacete","2018","9","15",2018-09-15,334076,1655013,7504227,4.53424051653975,4.95400148469211
"7875","Alicante/Alacant","2018","9","15",2018-09-15,1570677,10134913,45930355,4.53189435370585,6.45257618211765
"7876","Almería","2018","9","15",2018-09-15,571517,3149825,14483661,4.59824307699634,5.51134087000037
"7877","Asturias","2018","9","15",2018-09-15,937005,4212998,19201864,4.55776717672308,4.4962385472863
"7878","Ávila","2018","9","15",2018-09-15,144578,660532,3015839,4.56577274076048,4.56868956549406
"7879","Badajoz","2018","9","15",2018-09-15,576946,2530268,11443748,4.52274146454052,4.38562361122185
"7880","Balears (Illes)","2018","9","15",2018-09-15,990932,9304709,42745423,4.59395592059891,9.38985621616821
"7881","Barcelona","2018","9","15",2018-09-15,4685758,19654278,90044823,4.58143631630732,4.19447141743129
"7882","Burgos","2018","9","15",2018-09-15,317564,1362734,6232652,4.57363799538281,4.2912105906211
"7883","Cáceres","2018","9","15",2018-09-15,350271,1638680,7406462,4.51977323211365,4.67832050041254
"7884","Cádiz","2018","9","15",2018-09-15,1028926,2941386,13375696,4.54741268232051,2.85869537751014
"7885","Cantabria","2018","9","15",2018-09-15,510570,2468869,11309392,4.58079873820766,4.83551520849247
"7886","Castellón/Castelló","2018","9","15",2018-09-15,483005,2449863,11052479,4.511468192303,5.07212761772652
"7887","Ciudad Real","2018","9","15",2018-09-15,428575,2015620,9129926,4.5295869261071,4.70307414104882
"7888","Córdoba","2018","9","15",2018-09-15,669521,2424231,11026104,4.54828933381349,3.62084385702614
"7889","Coruña (A)","2018","9","15",2018-09-15,1004180,4235927,19286704,4.55312473515242,4.21829452886933
"7890","Cuenca","2018","9","15",2018-09-15,178589,914702,4178128,4.56774774735378,5.12182721220232
"7891","Girona","2018","9","15",2018-09-15,629016,7510004,34155783,4.54803792381469,11.9392893026568
"7892","Granada","2018","9","15",2018-09-15,771347,3615755,16505369,4.56484717576274,4.68758548357613
"7893","Guadalajara","2018","9","15",2018-09-15,214829,1006238,4574748,4.54638763393949,4.68390208025918
"7894","Guipúzcoa","2018","9","15",2018-09-15,612928,3978950,18236430,4.58322673067015,6.49170865093453
"7895","Huelva","2018","9","15",2018-09-15,435652,2042497,9254657,4.53105047400314,4.68836823886956
"7896","Huesca","2018","9","15",2018-09-15,193834,1084481,4949890,4.56429388804414,5.5948956323452
"7897","Jaén","2018","9","15",2018-09-15,544082,2343351,10618922,4.53151149785073,4.30698130061278
"7898","León","2018","9","15",2018-09-15,430971,1810185,8272987,4.57024392534465,4.20024781249782
"7899","Lleida","2018","9","15",2018-09-15,367996,2137114,9666165,4.52299924103253,5.80743812432744
"7900","Lugo","2018","9","15",2018-09-15,310830,1203696,5517312,4.58364238146509,3.87252195734002
"7901","Madrid","2018","9","15",2018-09-15,5555317,23219487,105708008,4.55255570461139,4.17968713576561
"7902","Málaga","2018","9","15",2018-09-15,1372027,6886089,31694816,4.60273110033867,5.01891653735677
"7903","Murcia","2018","9","15",2018-09-15,1206605,6088882,27819033,4.56882445742913,5.04629269727873
"7904","Navarra","2018","9","15",2018-09-15,547999,3655601,16654270,4.55582269509172,6.67081691754912
"7905","Ourense","2018","9","15",2018-09-15,291863,1161013,5315703,4.578504288927,3.97793827926116
"7906","Palencia","2018","9","15",2018-09-15,147812,655876,3002384,4.57767016936128,4.43723107731443
"7907","Pontevedra","2018","9","15",2018-09-15,828780,3221047,14615653,4.53754726335878,3.88649219334443
"7908","Rioja (La)","2018","9","15",2018-09-15,270660,1268799,5794110,4.5666098412751,4.68779649745068
"7909","Salamanca","2018","9","15",2018-09-15,304633,1222825,5590096,4.57146034796475,4.0140923668808
"7910","Segovia","2018","9","15",2018-09-15,136905,608814,2789669,4.58213674455581,4.44698148351046
"7911","Sevilla","2018","9","15",2018-09-15,1597255,4921679,22408952,4.55311124516654,3.08133579171767
"7912","Soria","2018","9","15",2018-09-15,81699,351702,1621311,4.60989985840285,4.30485073256711
"7913","Tarragona","2018","9","15",2018-09-15,669596,3825803,17451966,4.56164784229611,5.71359894623026
"7914","Teruel","2018","9","15",2018-09-15,120379,585899,2688926,4.58940192763599,4.86711968034292
"7915","Toledo","2018","9","15",2018-09-15,578072,2741150,12397236,4.52264049760137,4.74188336401002
"7916","Valencia/València","2018","9","15",2018-09-15,2144454,10035699,44838457,4.4678957589302,4.67983878413806
"7917","Valladolid","2018","9","15",2018-09-15,457456,1977688,9013602,4.55764609989038,4.32323108670561
"7918","Vizcaya","2018","9","15",2018-09-15,996816,4159443,19157157,4.60570249430032,4.17272896903741
"7919","Zamora","2018","9","15",2018-09-15,166107,657149,3012990,4.58494192336898,3.95617884857351
"7920","Zaragoza","2018","9","15",2018-09-15,833839,4003976,18095652,4.51942069582835,4.80185743290971
"7921","Álava","2018","10","15",2018-10-15,279257,1345017,6183620,4.59742888008107,4.8164128383532
"7922","Albacete","2018","10","15",2018-10-15,334076,1780715,8072381,4.53322457552163,5.33026916031083
"7923","Alicante/Alacant","2018","10","15",2018-10-15,1570677,10630982,48122701,4.52664683281375,6.76840750835468
"7924","Almería","2018","10","15",2018-10-15,571517,3438616,15812106,4.59839249279361,6.01664692388853
"7925","Asturias","2018","10","15",2018-10-15,937005,4778148,21754497,4.5529140160581,5.09938367458018
"7926","Ávila","2018","10","15",2018-10-15,144578,714682,3257439,4.55788588491105,4.94322787699373
"7927","Badajoz","2018","10","15",2018-10-15,576946,2908015,13149236,4.52172220569701,5.04035906306656
"7928","Balears (Illes)","2018","10","15",2018-10-15,990932,7813783,35856361,4.58886060695568,7.88528678052581
"7929","Barcelona","2018","10","15",2018-10-15,4685758,22950486,105182992,4.58303985370942,4.89792387912479
"7930","Burgos","2018","10","15",2018-10-15,317564,1611910,7366212,4.56986556321383,5.07585872454056
"7931","Cáceres","2018","10","15",2018-10-15,350271,1869644,8442754,4.51570138486257,5.33770708965344
"7932","Cádiz","2018","10","15",2018-10-15,1028926,3223275,14641861,4.5425416695752,3.13265968592494
"7933","Cantabria","2018","10","15",2018-10-15,510570,2678678,12261802,4.57755728758738,5.2464461288364
"7934","Castellón/Castelló","2018","10","15",2018-10-15,483005,2592781,11686176,4.50719748409141,5.36802103497893
"7935","Ciudad Real","2018","10","15",2018-10-15,428575,2289166,10364462,4.52761486060862,5.34134282214315
"7936","Córdoba","2018","10","15",2018-10-15,669521,2771132,12598423,4.54630923391596,4.13897697010251
"7937","Coruña (A)","2018","10","15",2018-10-15,1004180,4817391,21922719,4.55074520627452,4.79733812663068
"7938","Cuenca","2018","10","15",2018-10-15,178589,998621,4554909,4.56119889327382,5.5917273740264
"7939","Girona","2018","10","15",2018-10-15,629016,7461362,33961256,4.55161617945892,11.8619589962735
"7940","Granada","2018","10","15",2018-10-15,771347,4074923,18601662,4.56491128789427,5.28286620677853
"7941","Guadalajara","2018","10","15",2018-10-15,214829,1064643,4835856,4.54223246665784,4.95576947246415
"7942","Guipúzcoa","2018","10","15",2018-10-15,612928,4467172,20437438,4.57502822814971,7.28824919076955
"7943","Huelva","2018","10","15",2018-10-15,435652,2192546,9927050,4.527635908209,5.03279222865957
"7944","Huesca","2018","10","15",2018-10-15,193834,1190024,5431119,4.56387350171089,6.13939762889895
"7945","Jaén","2018","10","15",2018-10-15,544082,2646096,11994181,4.53278376899402,4.86341397068824
"7946","León","2018","10","15",2018-10-15,430971,2124619,9709345,4.56992288970399,4.92984214715143
"7947","Lleida","2018","10","15",2018-10-15,367996,2696496,12197723,4.52354574232634,7.32751442950467
"7948","Lugo","2018","10","15",2018-10-15,310830,1452824,6654214,4.58019278315887,4.67401473474246
"7949","Madrid","2018","10","15",2018-10-15,5555317,26136804,119004681,4.5531458628224,4.70482674526044
"7950","Málaga","2018","10","15",2018-10-15,1372027,7280809,33471181,4.59717882998991,5.30660766879952
"7951","Murcia","2018","10","15",2018-10-15,1206605,6727353,30757679,4.5720328634457,5.5754393525636
"7952","Navarra","2018","10","15",2018-10-15,547999,3938959,17939644,4.55441247294019,7.18789450345712
"7953","Ourense","2018","10","15",2018-10-15,291863,1320859,6038353,4.57153488752395,4.52561304447635
"7954","Palencia","2018","10","15",2018-10-15,147812,785648,3597058,4.57846007372258,5.3151841528428
"7955","Pontevedra","2018","10","15",2018-10-15,828780,3656600,16591510,4.5374145380955,4.41202731726152
"7956","Rioja (La)","2018","10","15",2018-10-15,270660,1436559,6552322,4.56112279412123,5.30761471957437
"7957","Salamanca","2018","10","15",2018-10-15,304633,1405338,6421352,4.56925807172367,4.61321655894141
"7958","Segovia","2018","10","15",2018-10-15,136905,643106,2945841,4.58064611432641,4.69746174354479
"7959","Sevilla","2018","10","15",2018-10-15,1597255,5899319,26804069,4.54358698012432,3.69341088304623
"7960","Soria","2018","10","15",2018-10-15,81699,422957,1949142,4.60836917227992,5.17701563054627
